url,Product Name,Picture URL,Rating,Type,Total Ratings,1 Stars,2 Stars,3 Stars,4 Stars,5 Stars,Price in India,Description,Battery capacity (mAh),Processor,Operating system,Rear camera,Front camera,Internal storage,Resolution,RAM,Screen size (inches),Dimensions (mm),Expandable storage up to (GB),Processor make
https://gadgets.ndtv.com/vivo-v11-pro-5632,"Vivo V11 Pro (6GB RAM, 64GB) - Supernova Red",https://i.gadgets360cdn.com/products/large/1536222480_635_vivo_v11_pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.401960784,Mobile,"6,534",5,2,6,18,70,"₹ 28,990"," Battery Capacity : 3400, Processor : octa-core, Operating System : Android 8.1, Rear Camera : 12-megapixel (f/1.8) + 5-megapixel (f/2.4), Front Camera : 25-megapixel (f/2.0), Internal storage : 64GB, Resolution : 1080x2340 pixels, RAM : 6GB, Screen Size : 6.41, Dimensions : 157.91 x 75.08 x 7.90, Expandable Storage : 256, Processor Manufacturer : Qualcomm Snapdragon 660",3400,octa-core,Android 8.1,12-megapixel (f/1.8) + 5-megapixel (f/2.4),25-megapixel (f/2.0),64GB,1080x2340 pixels,6GB,6.41,157.91 x 75.08 x 7.90,256,Qualcomm Snapdragon 660
https://gadgets.ndtv.com/vivo-v11-pro-5632,"Vivo V11 Pro (6GB RAM, 64GB) - Dazzling Gold",https://i.gadgets360cdn.com/products/large/1536222480_635_vivo_v11_pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.445544554,Mobile,"6,534",5,2,6,18,70,"₹ 22,654"," Battery Capacity : 3400, Processor : octa-core, Operating System : Android 8.1, Rear Camera : 12-megapixel (f/1.8) + 5-megapixel (f/2.4), Front Camera : 25-megapixel (f/2.0), Internal storage : 64GB, Resolution : 1080x2340 pixels, RAM : 6GB, Screen Size : 6.41, Dimensions : 157.91 x 75.08 x 7.90, Expandable Storage : 256, Processor Manufacturer : Qualcomm Snapdragon 660",3400,octa-core,Android 8.1,12-megapixel (f/1.8) + 5-megapixel (f/2.4),25-megapixel (f/2.0),64GB,1080x2340 pixels,6GB,6.41,157.91 x 75.08 x 7.90,256,Qualcomm Snapdragon 660
https://gadgets.ndtv.com/vivo-v11-pro-5632,"Vivo V11 Pro (6GB RAM, 64GB) - Starry Night Black",https://i.gadgets360cdn.com/products/large/1536222480_635_vivo_v11_pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.445544554,Mobile,"6,534",5,2,6,18,70,"₹ 23,990"," Battery Capacity : 3400, Processor : octa-core, Operating System : Android 8.1, Rear Camera : 12-megapixel (f/1.8) + 5-megapixel (f/2.4), Front Camera : 25-megapixel (f/2.0), Internal storage : 64GB, Resolution : 1080x2340 pixels, RAM : 6GB, Screen Size : 6.41, Dimensions : 157.91 x 75.08 x 7.90, Expandable Storage : 256, Processor Manufacturer : Qualcomm Snapdragon 660",3400,octa-core,Android 8.1,12-megapixel (f/1.8) + 5-megapixel (f/2.4),25-megapixel (f/2.0),64GB,1080x2340 pixels,6GB,6.41,157.91 x 75.08 x 7.90,256,Qualcomm Snapdragon 660
https://gadgets.ndtv.com/redmi-note-5-pro-4607,"Redmi Note 5 Pro (4GB RAM, 64GB) - Red",https://i.gadgets360cdn.com/products/large/1518591378_635_xiaomi_redmi_note_5_pro_141818_121802_6529.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.34,Mobile,"13,009",7,2,6,20,65,"₹ 11,290"," Battery Capacity : 4000, Processor : 1.8GHz octa-core, Operating System : Android 7.1.1, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron), Front Camera : 20-megapixel (f/2.2, 1.0-micron), Internal storage : 64GB, Resolution : 1080x2160 pixels, RAM : 4GB, Screen Size : 5.99, Dimensions : 158.60 x 75.40 x 8.05, Expandable Storage : 128, Processor Manufacturer : Qualcomm Snapdragon 636",4000,1.8GHz octa-core,Android 7.1.1,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron)","20-megapixel (f/2.2, 1.0-micron)",64GB,1080x2160 pixels,4GB,5.99,158.60 x 75.40 x 8.05,128,Qualcomm Snapdragon 636
https://gadgets.ndtv.com/redmi-note-5-pro-4607,"Redmi Note 5 Pro (6GB RAM, 64GB) - Rose Gold",https://i.gadgets360cdn.com/products/large/1518591378_635_xiaomi_redmi_note_5_pro_141818_121802_6529.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.34,Mobile,"13,009",7,2,6,20,65,"₹ 12,900"," Battery Capacity : 4000, Processor : 1.8GHz octa-core, Operating System : Android 7.1.1, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron), Front Camera : 20-megapixel (f/2.2, 1.0-micron), Internal storage : 64GB, Resolution : 1080x2160 pixels, RAM : 4GB, Screen Size : 5.99, Dimensions : 158.60 x 75.40 x 8.05, Expandable Storage : 128, Processor Manufacturer : Qualcomm Snapdragon 636",4000,1.8GHz octa-core,Android 7.1.1,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron)","20-megapixel (f/2.2, 1.0-micron)",64GB,1080x2160 pixels,4GB,5.99,158.60 x 75.40 x 8.05,128,Qualcomm Snapdragon 636
https://gadgets.ndtv.com/redmi-note-5-pro-4607,"Redmi Note 5 Pro (4GB RAM, 64GB) - Rose Gold",https://i.gadgets360cdn.com/products/large/1518591378_635_xiaomi_redmi_note_5_pro_141818_121802_6529.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.34,Mobile,"13,009",7,2,6,20,65,"₹ 14,999"," Battery Capacity : 4000, Processor : 1.8GHz octa-core, Operating System : Android 7.1.1, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron), Front Camera : 20-megapixel (f/2.2, 1.0-micron), Internal storage : 64GB, Resolution : 1080x2160 pixels, RAM : 4GB, Screen Size : 5.99, Dimensions : 158.60 x 75.40 x 8.05, Expandable Storage : 128, Processor Manufacturer : Qualcomm Snapdragon 636",4000,1.8GHz octa-core,Android 7.1.1,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron)","20-megapixel (f/2.2, 1.0-micron)",64GB,1080x2160 pixels,4GB,5.99,158.60 x 75.40 x 8.05,128,Qualcomm Snapdragon 636
https://gadgets.ndtv.com/xiaomi-redmi-6-pro-5523,"Xiaomi Redmi 6 Pro (3GB RAM, 32GB) - Rose Gold",https://i.gadgets360cdn.com/products/large/1529877080_635_xiaomi_redmi_6_pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.111111111,Mobile,"13,096",9,3,9,25,53,"₹ 11,399"," Battery Capacity : 4000, Processor : 2GHz octa-core (8x2GHz), Operating System : Android 8.1 Oreo, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel, Front Camera : 5-megapixel, Internal storage : 32GB, Resolution : 1080x2280 pixels, RAM : 3GB, Screen Size : 5.84, Dimensions : 149.33 x 71.68 x 8.75, Expandable Storage : 256, Processor Manufacturer : Qualcomm Snapdragon 625",4000,2GHz octa-core (8x2GHz),Android 8.1 Oreo,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel",5-megapixel,32GB,1080x2280 pixels,3GB,5.84,149.33 x 71.68 x 8.75,256,Qualcomm Snapdragon 625
https://gadgets.ndtv.com/xiaomi-redmi-6-pro-5523,"Xiaomi Redmi 6 Pro (3GB RAM, 32GB) - Black",https://i.gadgets360cdn.com/products/large/1529877080_635_xiaomi_redmi_6_pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.111111111,Mobile,"13,096",9,3,9,25,53,"₹ 11,269"," Battery Capacity : 4000, Processor : 2GHz octa-core (8x2GHz), Operating System : Android 8.1 Oreo, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel, Front Camera : 5-megapixel, Internal storage : 32GB, Resolution : 1080x2280 pixels, RAM : 3GB, Screen Size : 5.84, Dimensions : 149.33 x 71.68 x 8.75, Expandable Storage : 256, Processor Manufacturer : Qualcomm Snapdragon 625",4000,2GHz octa-core (8x2GHz),Android 8.1 Oreo,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel",5-megapixel,32GB,1080x2280 pixels,3GB,5.84,149.33 x 71.68 x 8.75,256,Qualcomm Snapdragon 625
https://gadgets.ndtv.com/redmi-note-5-pro-4607,"Redmi Note 5 Pro (6GB RAM, 64GB) - Red",https://i.gadgets360cdn.com/products/large/1518591378_635_xiaomi_redmi_note_5_pro_141818_121802_6529.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.34,Mobile,"13,009",7,2,6,20,65,"₹ 14,000"," Battery Capacity : 4000, Processor : 1.8GHz octa-core, Operating System : Android 7.1.1, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron), Front Camera : 20-megapixel (f/2.2, 1.0-micron), Internal storage : 64GB, Resolution : 1080x2160 pixels, RAM : 4GB, Screen Size : 5.99, Dimensions : 158.60 x 75.40 x 8.05, Expandable Storage : 128, Processor Manufacturer : Qualcomm Snapdragon 636",4000,1.8GHz octa-core,Android 7.1.1,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron)","20-megapixel (f/2.2, 1.0-micron)",64GB,1080x2160 pixels,4GB,5.99,158.60 x 75.40 x 8.05,128,Qualcomm Snapdragon 636
https://gadgets.ndtv.com/xiaomi-redmi-6-pro-5523,"Xiaomi Redmi 6 Pro (3GB RAM, 32GB) - Gold",https://i.gadgets360cdn.com/products/large/1529877080_635_xiaomi_redmi_6_pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.111111111,Mobile,"13,096",9,3,9,25,53,"₹ 11,399"," Battery Capacity : 4000, Processor : 2GHz octa-core (8x2GHz), Operating System : Android 8.1 Oreo, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel, Front Camera : 5-megapixel, Internal storage : 32GB, Resolution : 1080x2280 pixels, RAM : 3GB, Screen Size : 5.84, Dimensions : 149.33 x 71.68 x 8.75, Expandable Storage : 256, Processor Manufacturer : Qualcomm Snapdragon 625",4000,2GHz octa-core (8x2GHz),Android 8.1 Oreo,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel",5-megapixel,32GB,1080x2280 pixels,3GB,5.84,149.33 x 71.68 x 8.75,256,Qualcomm Snapdragon 625
https://gadgets.ndtv.com/redmi-note-5-pro-4607,"Redmi Note 5 Pro (6GB RAM, 64GB) - Blue",https://i.gadgets360cdn.com/products/large/1518591378_635_xiaomi_redmi_note_5_pro_141818_121802_6529.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,4.34,Mobile,"13,009",7,2,6,20,65,"₹ 12,999"," Battery Capacity : 4000, Processor : 1.8GHz octa-core, Operating System : Android 7.1.1, Rear Camera : 12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron), Front Camera : 20-megapixel (f/2.2, 1.0-micron), Internal storage : 64GB, Resolution : 1080x2160 pixels, RAM : 4GB, Screen Size : 5.99, Dimensions : 158.60 x 75.40 x 8.05, Expandable Storage : 128, Processor Manufacturer : Qualcomm Snapdragon 636",4000,1.8GHz octa-core,Android 7.1.1,"12-megapixel (f/2.2, 1.25-micron) + 5-megapixel (f/2.0, 1.12-micron)","20-megapixel (f/2.2, 1.0-micron)",64GB,1080x2160 pixels,4GB,5.99,158.60 x 75.40 x 8.05,128,Qualcomm Snapdragon 636
